- 12865 202401      PORT COLBORNE, ONTARIO           17350024252 7915      EST1
5 12865 2024010110      17425174481743617428174291741917431174261742017466
5 12865 2024011120      17444174161750017490174441744817470174401742417437
5 12865 20240121311743851743717436174241742617423174261743217423174411743917445
6 12865 202401     9999999999999999999999 999 99
- 12865 202402      PORT COLBORNE, ONTARIO           17350024252 7915      EST1
5 12865 2024020110      17447174401744017441174381743817440174391744417445
5 12865 2024021120      17442174391744517441174531744517456174831743417434
5 12865 2024022129174434174381743917438174351744317434174361746317450
6 12865 202402     9999999999999999999999 999 99
- 12865 202403      PORT COLBORNE, ONTARIO           17350024252 7915      EST1
5 12865 2024030110      17436174371743417435174371743417432174321744217459
5 12865 2024031120      17448174451743617436174421744517449174521745817454
5 12865 20240321311744041744217425174381742617433174351744917443174431743717438
6 12865 202403     9999999999999999999999 999 99
- 12865 202404      PORT COLBORNE, ONTARIO           17350024252 7915      EST1
5 12865 2024040110      17434174191744517443174491744917444174441744717446
5 12865 2024041120      17443174831746717458174571745017450174591746217466
5 12865 202404213017452717465174571746217457174511744617457174561745617458
6 12865 202404     9999999999999999999999 999 99
- 12865 202405      PORT COLBORNE, ONTARIO           17350024252 7915      EST1
5 12865 2024050110      17459174561745417454174581745717455174641745117456
5 12865 2024051120      17464174611745917457174551745717455174571745617455
5 12865 20240521311745811745817460174591745817456174471747717465174601746217460
6 12865 202405     9999999999999999999999 999 99
- 12865 202406      PORT COLBORNE, ONTARIO           17350024252 7915      EST1
5 12865 2024060110      17457174601745917457174611746417469174641746917464
5 12865 2024061120      17459174591746317459174581745317459174561745717456
